player_id,balls,runs,fours,sixes,dismissals,innings_count,balls_powerplay,runs_powerplay,balls_middle,runs_middle,balls_death,runs_death,sr_overall,sr_powerplay,sr_middle,sr_death,boundary_pct_overall,not_out_rate
3727,87,121,0,0,0,7,40,57,24,25,23,39,139.08045977011494,142.5,104.16666666666667,169.56521739130434,0.0,1.0
8221,52,90,0,0,0,3,6,8,45,82,1,0,173.0769230769231,133.33333333333331,182.22222222222223,0.0,0.0,1.0
142,80,86,0,0,0,3,39,45,41,41,0,0,107.5,115.38461538461537,100.0,0.0,0.0,1.0
4902,57,50,0,0,0,4,54,49,3,1,0,0,87.71929824561403,90.74074074074075,33.33333333333333,0.0,0.0,1.0
3024,94,114,0,0,0,2,37,44,49,61,8,9,121.27659574468086,118.91891891891892,124.48979591836735,112.5,0.0,1.0
2379,59,97,0,0,0,5,48,85,11,12,0,0,164.40677966101697,177.08333333333331,109.09090909090908,0.0,0.0,1.0
250,35,60,0,0,0,3,35,60,0,0,0,0,171.42857142857142,171.42857142857142,0.0,0.0,0.0,1.0
3644,49,27,0,0,0,6,0,0,13,9,36,18,55.10204081632652,0.0,69.23076923076923,50.0,0.0,1.0
6288,477,667,0,0,0,28,310,416,141,184,26,67,139.832285115304,134.1935483870968,130.49645390070924,257.69230769230774,0.0,1.0
1481,125,177,0,0,0,6,25,42,85,127,15,8,141.6,168.0,149.41176470588235,53.333333333333336,0.0,1.0
8182,11,12,0,0,0,1,0,0,11,12,0,0,109.09090909090908,0.0,109.09090909090908,0.0,0.0,1.0
7905,19,16,0,0,0,3,0,0,3,1,16,15,84.21052631578947,0.0,33.33333333333333,93.75,0.0,1.0
7544,87,133,0,0,0,7,0,0,31,41,56,92,152.8735632183908,0.0,132.25806451612902,164.28571428571428,0.0,1.0
3297,176,217,0,0,0,9,9,14,118,135,49,68,123.29545454545455,155.55555555555557,114.40677966101696,138.77551020408163,0.0,1.0
2639,118,156,0,0,0,6,1,0,88,111,29,45,132.20338983050848,0.0,126.13636363636364,155.17241379310346,0.0,1.0
4853,109,124,0,0,0,8,24,9,79,106,6,9,113.76146788990826,37.5,134.17721518987344,150.0,0.0,1.0
3661,70,64,0,0,0,3,42,35,28,29,0,0,91.42857142857143,83.33333333333334,103.57142857142858,0.0,0.0,1.0
20702,132,150,0,0,0,7,27,32,81,84,24,34,113.63636363636364,118.5185185185185,103.7037037037037,141.66666666666669,0.0,1.0
3916,84,120,0,0,0,8,0,0,53,77,31,43,142.85714285714286,0.0,145.2830188679245,138.70967741935485,0.0,1.0
47,378,514,0,0,0,16,128,161,166,200,84,153,135.97883597883597,125.78125,120.48192771084338,182.14285714285714,0.0,1.0
4106,121,158,0,0,0,8,31,39,66,63,24,56,130.57851239669424,125.80645161290323,95.45454545454545,233.33333333333334,0.0,1.0
768,100,129,0,0,0,7,86,113,14,16,0,0,129.0,131.3953488372093,114.28571428571428,0.0,0.0,1.0
2533,40,47,0,0,0,4,2,0,13,4,25,43,117.5,0.0,30.76923076923077,172.0,0.0,1.0
7690,34,35,0,0,0,3,10,9,24,26,0,0,102.94117647058823,90.0,108.33333333333333,0.0,0.0,1.0
8726,18,22,0,0,0,1,18,22,0,0,0,0,122.22222222222223,122.22222222222223,0.0,0.0,0.0,1.0
3091,129,155,0,0,0,3,65,79,61,74,3,2,120.15503875968992,121.53846153846153,121.31147540983606,66.66666666666666,0.0,1.0
4823,126,179,0,0,0,9,0,0,68,88,58,91,142.06349206349208,0.0,129.41176470588235,156.89655172413794,0.0,1.0
6280,104,146,0,0,0,8,27,26,68,101,9,19,140.3846153846154,96.29629629629629,148.52941176470588,211.11111111111111,0.0,1.0
3639,252,300,0,0,0,10,159,183,77,83,16,34,119.04761904761905,115.09433962264151,107.79220779220779,212.5,0.0,1.0
6448,136,147,0,0,0,4,66,62,53,56,17,29,108.08823529411764,93.93939393939394,105.66037735849056,170.58823529411765,0.0,1.0
1077,226,345,0,0,0,13,19,9,157,228,50,108,152.65486725663717,47.368421052631575,145.22292993630572,216.0,0.0,1.0
2921,85,103,0,0,0,5,47,59,38,44,0,0,121.17647058823529,125.53191489361701,115.78947368421053,0.0,0.0,1.0
6161,5,5,0,0,0,1,0,0,1,0,4,5,100.0,0.0,0.0,125.0,0.0,1.0
6286,18,28,0,0,0,2,0,0,0,0,18,28,155.55555555555557,0.0,0.0,155.55555555555557,0.0,1.0
6676,34,32,0,0,0,4,2,2,27,27,5,3,94.11764705882352,100.0,100.0,60.0,0.0,1.0
305,28,40,0,0,0,4,0,0,4,2,24,38,142.85714285714286,0.0,50.0,158.33333333333331,0.0,1.0
2101,134,174,0,0,0,5,62,67,61,87,11,20,129.8507462686567,108.06451612903226,142.62295081967213,181.8181818181818,0.0,1.0
4900,49,64,0,0,0,9,0,0,38,59,11,5,130.6122448979592,0.0,155.26315789473685,45.45454545454545,0.0,1.0
2490,54,70,0,0,0,5,0,0,28,48,26,22,129.62962962962962,0.0,171.42857142857142,84.61538461538461,0.0,1.0
5939,56,118,0,0,0,3,41,83,15,35,0,0,210.71428571428572,202.4390243902439,233.33333333333334,0.0,0.0,1.0
3605,117,161,0,0,0,8,86,114,31,47,0,0,137.60683760683762,132.5581395348837,151.61290322580646,0.0,0.0,1.0
1758,2,4,0,0,0,2,0,0,0,0,2,4,200.0,0.0,0.0,200.0,0.0,1.0
2416,174,224,0,0,0,12,130,170,39,42,5,12,128.73563218390805,130.76923076923077,107.6923076923077,240.0,0.0,1.0
7900,15,16,0,0,0,2,15,16,0,0,0,0,106.66666666666667,106.66666666666667,0.0,0.0,0.0,1.0
7808,65,114,0,0,0,5,0,0,43,52,22,62,175.3846153846154,0.0,120.93023255813952,281.8181818181818,0.0,1.0
4755,207,296,0,0,0,12,18,8,147,220,42,68,142.99516908212559,44.44444444444444,149.65986394557825,161.9047619047619,0.0,1.0
2633,36,25,0,0,0,8,7,0,17,17,12,8,69.44444444444444,0.0,100.0,66.66666666666666,0.0,1.0
479,45,44,0,0,0,5,0,0,6,6,39,38,97.77777777777777,0.0,100.0,97.43589743589743,0.0,1.0
2526,19,11,0,0,0,5,0,0,10,8,9,3,57.89473684210527,0.0,80.0,33.33333333333333,0.0,1.0
494,33,32,0,0,0,3,0,0,13,6,20,26,96.96969696969697,0.0,46.15384615384615,130.0,0.0,1.0
2985,15,16,0,0,0,4,0,0,1,0,14,16,106.66666666666667,0.0,0.0,114.28571428571428,0.0,1.0
772,53,100,0,0,0,3,12,15,23,49,18,36,188.67924528301887,125.0,213.0434782608696,200.0,0.0,1.0
2361,78,64,0,0,0,7,66,49,12,15,0,0,82.05128205128204,74.24242424242425,125.0,0.0,0.0,1.0
2351,39,39,0,0,0,3,24,14,15,25,0,0,100.0,58.333333333333336,166.66666666666669,0.0,0.0,1.0
4201,6,1,0,0,0,1,0,0,0,0,6,1,16.666666666666664,0.0,0.0,16.666666666666664,0.0,1.0
295,60,47,0,0,0,3,8,9,34,23,18,15,78.33333333333333,112.5,67.64705882352942,83.33333333333334,0.0,1.0
3038,13,11,0,0,0,2,0,0,12,11,1,0,84.61538461538461,0.0,91.66666666666666,0.0,0.0,1.0
2436,194,322,0,0,0,12,4,0,79,85,111,237,165.979381443299,0.0,107.59493670886076,213.51351351351352,0.0,1.0
152,172,224,0,0,0,10,0,0,82,98,90,126,130.2325581395349,0.0,119.51219512195121,140.0,0.0,1.0
26519,38,22,0,0,0,3,26,12,10,8,2,2,57.89473684210527,46.15384615384615,80.0,100.0,0.0,1.0
3280,45,52,0,0,0,3,29,39,16,13,0,0,115.55555555555554,134.48275862068965,81.25,0.0,0.0,1.0
1100,47,41,0,0,0,3,7,4,40,37,0,0,87.2340425531915,57.14285714285714,92.5,0.0,0.0,1.0
3282,50,51,0,0,0,2,2,1,34,37,14,13,102.0,50.0,108.8235294117647,92.85714285714286,0.0,1.0
6651,78,84,0,0,0,4,24,13,42,49,12,22,107.6923076923077,54.166666666666664,116.66666666666667,183.33333333333331,0.0,1.0
818,65,87,0,0,0,3,38,37,27,50,0,0,133.84615384615384,97.36842105263158,185.1851851851852,0.0,0.0,1.0
6355,20,33,0,0,0,2,0,0,0,0,20,33,165.0,0.0,0.0,165.0,0.0,1.0
1813,27,52,0,0,0,3,0,0,12,18,15,34,192.59259259259258,0.0,150.0,226.66666666666666,0.0,1.0
728,79,117,0,0,0,3,36,41,41,76,2,0,148.1012658227848,113.88888888888889,185.3658536585366,0.0,0.0,1.0
3539,58,73,0,0,0,2,15,17,43,56,0,0,125.86206896551724,113.33333333333333,130.2325581395349,0.0,0.0,1.0
3648,166,217,0,0,0,14,27,44,91,103,48,70,130.72289156626508,162.96296296296296,113.18681318681318,145.83333333333331,0.0,1.0
838,78,125,0,0,0,6,17,17,41,60,20,48,160.25641025641028,100.0,146.34146341463415,240.0,0.0,1.0
4904,43,43,0,0,0,5,1,1,24,27,18,15,100.0,100.0,112.5,83.33333333333334,0.0,1.0
2261,60,77,0,0,0,9,0,0,13,17,47,60,128.33333333333334,0.0,130.76923076923077,127.65957446808511,0.0,1.0
6059,263,358,0,0,0,12,143,153,91,134,29,71,136.1216730038023,106.993006993007,147.25274725274727,244.82758620689654,0.0,1.0
4641,10,4,0,0,0,1,0,0,2,1,8,3,40.0,0.0,50.0,37.5,0.0,1.0
3272,3,5,0,0,0,1,0,0,0,0,3,5,166.66666666666669,0.0,0.0,166.66666666666669,0.0,1.0
2930,78,97,0,0,0,4,16,11,46,40,16,46,124.35897435897436,68.75,86.95652173913044,287.5,0.0,1.0
7901,42,45,0,0,0,4,40,43,2,2,0,0,107.14285714285714,107.5,100.0,0.0,0.0,1.0
34485,6,10,0,0,0,1,0,0,0,0,6,10,166.66666666666669,0.0,0.0,166.66666666666669,0.0,1.0
6464,51,58,0,0,0,17,0,0,1,0,50,58,113.72549019607843,0.0,0.0,115.99999999999999,0.0,1.0
4007,45,55,0,0,0,4,45,55,0,0,0,0,122.22222222222223,122.22222222222223,0.0,0.0,0.0,1.0
4838,25,19,0,0,0,2,0,0,6,2,19,17,76.0,0.0,33.33333333333333,89.47368421052632,0.0,1.0
3641,10,6,0,0,0,3,0,0,0,0,10,6,60.0,0.0,0.0,60.0,0.0,1.0
4499,2,1,0,0,0,1,0,0,0,0,2,1,50.0,0.0,0.0,50.0,0.0,1.0
2671,39,60,0,0,0,3,23,40,16,20,0,0,153.84615384615387,173.91304347826087,125.0,0.0,0.0,1.0
4373,19,8,0,0,0,3,0,0,0,0,19,8,42.10526315789473,0.0,0.0,42.10526315789473,0.0,1.0
3377,35,41,0,0,0,1,17,29,18,12,0,0,117.14285714285715,170.58823529411765,66.66666666666666,0.0,0.0,1.0
3669,25,14,0,0,0,2,10,7,15,7,0,0,56.00000000000001,70.0,46.666666666666664,0.0,0.0,1.0
1219,22,33,0,0,0,1,0,0,15,20,7,13,150.0,0.0,133.33333333333331,185.71428571428572,0.0,1.0
3628,21,16,0,0,0,2,0,0,2,1,19,15,76.19047619047619,0.0,50.0,78.94736842105263,0.0,1.0
223,100,123,0,0,0,5,47,46,48,67,5,10,123.0,97.87234042553192,139.58333333333331,200.0,0.0,1.0
2003,31,37,0,0,0,3,0,0,18,19,13,18,119.35483870967742,0.0,105.55555555555556,138.46153846153845,0.0,1.0
507,52,50,0,0,0,3,0,0,37,38,15,12,96.15384615384616,0.0,102.7027027027027,80.0,0.0,1.0
1487,17,18,0,0,0,4,0,0,5,7,12,11,105.88235294117648,0.0,140.0,91.66666666666666,0.0,1.0
3323,26,6,0,0,0,4,0,0,10,3,16,3,23.076923076923077,0.0,30.0,18.75,0.0,1.0
1944,66,64,0,0,0,6,0,0,28,15,38,49,96.96969696969697,0.0,53.57142857142857,128.94736842105263,0.0,1.0
6726,42,44,0,0,0,4,0,0,16,24,26,20,104.76190476190477,0.0,150.0,76.92307692307693,0.0,1.0
4101,71,56,0,0,0,8,5,1,24,22,42,33,78.87323943661971,20.0,91.66666666666666,78.57142857142857,0.0,1.0
6674,75,87,0,0,0,4,49,50,26,37,0,0,115.99999999999999,102.04081632653062,142.30769230769232,0.0,0.0,1.0
2485,21,24,0,0,0,2,21,24,0,0,0,0,114.28571428571428,114.28571428571428,0.0,0.0,0.0,1.0
6450,23,39,0,0,0,2,0,0,4,3,19,36,169.56521739130434,0.0,75.0,189.4736842105263,0.0,1.0
3275,29,21,0,0,0,3,0,0,0,0,29,21,72.41379310344827,0.0,0.0,72.41379310344827,0.0,1.0
2407,97,105,0,0,0,6,18,20,62,63,17,22,108.24742268041237,111.11111111111111,101.61290322580645,129.41176470588235,0.0,1.0
7503,36,46,0,0,0,11,0,0,0,0,36,46,127.77777777777777,0.0,0.0,127.77777777777777,0.0,1.0
2636,4,1,0,0,0,2,0,0,0,0,4,1,25.0,0.0,0.0,25.0,0.0,1.0
3373,13,14,0,0,0,1,0,0,13,14,0,0,107.6923076923077,0.0,107.6923076923077,0.0,0.0,1.0
3056,23,30,0,0,0,2,1,1,21,27,1,2,130.43478260869566,100.0,128.57142857142858,200.0,0.0,1.0
3489,32,28,0,0,0,3,0,0,17,9,15,19,87.5,0.0,52.94117647058824,126.66666666666666,0.0,1.0
8049,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
3871,49,64,0,0,0,1,15,15,26,35,8,14,130.6122448979592,100.0,134.6153846153846,175.0,0.0,1.0
2687,19,16,0,0,0,2,0,0,19,16,0,0,84.21052631578947,0.0,84.21052631578947,0.0,0.0,1.0
4369,46,75,0,0,0,3,15,27,26,37,5,11,163.04347826086956,180.0,142.30769230769232,220.00000000000003,0.0,1.0
6314,38,38,0,0,0,2,15,9,21,25,2,4,100.0,60.0,119.04761904761905,200.0,0.0,1.0
4837,11,2,0,0,0,2,0,0,0,0,11,2,18.181818181818183,0.0,0.0,18.181818181818183,0.0,1.0
2417,51,45,0,0,0,5,0,0,38,24,13,21,88.23529411764706,0.0,63.1578947368421,161.53846153846155,0.0,1.0
2399,19,25,0,0,0,2,0,0,0,0,19,25,131.57894736842107,0.0,0.0,131.57894736842107,0.0,1.0
813,126,168,0,0,0,8,78,108,46,54,2,6,133.33333333333331,138.46153846153845,117.3913043478261,300.0,0.0,1.0
360,54,34,0,0,0,7,3,2,29,14,22,18,62.96296296296296,66.66666666666666,48.275862068965516,81.81818181818183,0.0,1.0
25216,22,20,0,0,0,4,0,0,17,14,5,6,90.9090909090909,0.0,82.35294117647058,120.0,0.0,1.0
3298,27,25,0,0,0,5,0,0,2,1,25,24,92.5925925925926,0.0,50.0,96.0,0.0,1.0
4780,52,69,0,0,0,1,16,19,29,46,7,4,132.69230769230768,118.75,158.6206896551724,57.14285714285714,0.0,1.0
6176,20,9,0,0,0,1,0,0,20,9,0,0,45.0,0.0,45.0,0.0,0.0,1.0
2534,6,3,0,0,0,1,0,0,6,3,0,0,50.0,0.0,50.0,0.0,0.0,1.0
27137,34,51,0,0,0,1,0,0,20,28,14,23,150.0,0.0,140.0,164.28571428571428,0.0,1.0
8380,22,22,0,0,0,4,0,0,15,20,7,2,100.0,0.0,133.33333333333331,28.57142857142857,0.0,1.0
403,23,20,0,0,0,1,0,0,8,8,15,12,86.95652173913044,0.0,100.0,80.0,0.0,1.0
1440,68,97,0,0,0,5,48,64,20,33,0,0,142.64705882352942,133.33333333333331,165.0,0.0,0.0,1.0
4409,8,6,0,0,0,2,0,0,8,6,0,0,75.0,0.0,75.0,0.0,0.0,1.0
1107,71,97,0,0,0,4,7,7,45,58,19,32,136.61971830985914,100.0,128.88888888888889,168.42105263157893,0.0,1.0
2367,73,128,0,0,0,5,73,128,0,0,0,0,175.34246575342465,175.34246575342465,0.0,0.0,0.0,1.0
7689,3,1,0,0,0,2,0,0,0,0,3,1,33.33333333333333,0.0,0.0,33.33333333333333,0.0,1.0
4246,30,15,0,0,0,2,4,3,11,3,15,9,50.0,75.0,27.27272727272727,60.0,0.0,1.0
22565,22,19,0,0,0,1,12,16,10,3,0,0,86.36363636363636,133.33333333333331,30.0,0.0,0.0,1.0
2214,61,112,0,0,0,2,16,32,27,45,18,35,183.60655737704917,200.0,166.66666666666669,194.44444444444443,0.0,1.0
8741,7,3,0,0,0,2,5,3,2,0,0,0,42.857142857142854,60.0,0.0,0.0,0.0,1.0
6256,8,2,0,0,0,5,0,0,0,0,8,2,25.0,0.0,0.0,25.0,0.0,1.0
2315,8,9,0,0,0,1,0,0,0,0,8,9,112.5,0.0,0.0,112.5,0.0,1.0
26988,5,12,0,0,0,1,0,0,0,0,5,12,240.0,0.0,0.0,240.0,0.0,1.0
6518,20,28,0,0,0,1,0,0,6,5,14,23,140.0,0.0,83.33333333333334,164.28571428571428,0.0,1.0
6342,10,20,0,0,0,2,10,20,0,0,0,0,200.0,200.0,0.0,0.0,0.0,1.0
7008,13,2,0,0,0,1,0,0,7,2,6,0,15.384615384615385,0.0,28.57142857142857,0.0,0.0,1.0
1187,44,31,0,0,0,3,37,27,7,4,0,0,70.45454545454545,72.97297297297297,57.14285714285714,0.0,0.0,1.0
5562,3,2,0,0,0,1,0,0,0,0,3,2,66.66666666666666,0.0,0.0,66.66666666666666,0.0,1.0
8301,7,2,0,0,0,1,0,0,7,2,0,0,28.57142857142857,0.0,28.57142857142857,0.0,0.0,1.0
2892,18,25,0,0,0,2,0,0,2,3,16,22,138.88888888888889,0.0,150.0,137.5,0.0,1.0
2483,2,0,0,0,0,1,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
6515,1,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
27364,5,1,0,0,0,1,0,0,5,1,0,0,20.0,0.0,20.0,0.0,0.0,1.0
1596,44,71,0,0,0,3,0,0,43,71,1,0,161.36363636363635,0.0,165.11627906976744,0.0,0.0,1.0
7312,3,1,0,0,0,1,0,0,3,1,0,0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,1.0
1810,34,42,0,0,0,3,15,11,7,7,12,24,123.52941176470588,73.33333333333333,100.0,200.0,0.0,1.0
6423,44,82,0,0,0,4,0,0,21,34,23,48,186.36363636363635,0.0,161.9047619047619,208.69565217391303,0.0,1.0
2320,2,2,0,0,0,1,0,0,0,0,2,2,100.0,0.0,0.0,100.0,0.0,1.0
6512,33,23,0,0,0,3,8,8,16,9,9,6,69.6969696969697,100.0,56.25,66.66666666666666,0.0,1.0
3858,34,32,0,0,0,1,24,26,10,6,0,0,94.11764705882352,108.33333333333333,60.0,0.0,0.0,1.0
7364,11,19,0,0,0,2,0,0,0,0,11,19,172.72727272727272,0.0,0.0,172.72727272727272,0.0,1.0
4926,11,10,0,0,0,1,0,0,4,2,7,8,90.9090909090909,0.0,50.0,114.28571428571428,0.0,1.0
7260,9,6,0,0,0,2,1,1,4,3,4,2,66.66666666666666,100.0,75.0,50.0,0.0,1.0
6398,33,30,0,0,0,3,26,26,7,4,0,0,90.9090909090909,100.0,57.14285714285714,0.0,0.0,1.0
7920,16,7,0,0,0,3,0,0,0,0,16,7,43.75,0.0,0.0,43.75,0.0,1.0
3627,7,10,0,0,0,2,0,0,7,10,0,0,142.85714285714286,0.0,142.85714285714286,0.0,0.0,1.0
1612,2,1,0,0,0,2,0,0,0,0,2,1,50.0,0.0,0.0,50.0,0.0,1.0
4773,13,13,0,0,0,3,0,0,13,13,0,0,100.0,0.0,100.0,0.0,0.0,1.0
1327,24,17,0,0,0,3,6,4,18,13,0,0,70.83333333333334,66.66666666666666,72.22222222222221,0.0,0.0,1.0
4111,20,16,0,0,0,2,0,0,7,2,13,14,80.0,0.0,28.57142857142857,107.6923076923077,0.0,1.0
20006,6,15,0,0,0,1,0,0,0,0,6,15,250.0,0.0,0.0,250.0,0.0,1.0
3700,44,42,0,0,0,3,4,0,30,31,10,11,95.45454545454545,0.0,103.33333333333334,110.00000000000001,0.0,1.0
6097,27,37,0,0,0,4,0,0,19,20,8,17,137.03703703703704,0.0,105.26315789473684,212.5,0.0,1.0
5808,23,33,0,0,0,4,4,2,1,1,18,30,143.47826086956522,50.0,100.0,166.66666666666669,0.0,1.0
7049,16,14,0,0,0,2,12,13,4,1,0,0,87.5,108.33333333333333,25.0,0.0,0.0,1.0
19012,17,26,0,0,0,1,0,0,1,1,16,25,152.94117647058823,0.0,100.0,156.25,0.0,1.0
7903,3,0,0,0,0,1,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
2382,31,27,0,0,0,5,0,0,16,8,15,19,87.09677419354838,0.0,50.0,126.66666666666666,0.0,1.0
19316,19,7,0,0,0,5,0,0,3,2,16,5,36.84210526315789,0.0,66.66666666666666,31.25,0.0,1.0
6395,22,22,0,0,0,3,12,12,10,10,0,0,100.0,100.0,100.0,0.0,0.0,1.0
4692,19,20,0,0,0,5,0,0,4,0,15,20,105.26315789473684,0.0,0.0,133.33333333333331,0.0,1.0
3622,8,0,0,0,0,2,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0
25048,2,5,0,0,0,2,0,0,0,0,2,5,250.0,0.0,0.0,250.0,0.0,1.0
23311,31,23,0,0,0,3,0,0,27,20,4,3,74.19354838709677,0.0,74.07407407407408,75.0,0.0,1.0
22920,4,6,0,0,0,1,0,0,0,0,4,6,150.0,0.0,0.0,150.0,0.0,1.0
2334,42,53,0,0,0,4,30,40,12,13,0,0,126.19047619047619,133.33333333333331,108.33333333333333,0.0,0.0,1.0
19781,11,14,0,0,0,2,0,0,11,14,0,0,127.27272727272727,0.0,127.27272727272727,0.0,0.0,1.0
3382,12,10,0,0,0,1,12,10,0,0,0,0,83.33333333333334,83.33333333333334,0.0,0.0,0.0,1.0
5809,2,1,0,0,0,1,0,0,0,0,2,1,50.0,0.0,0.0,50.0,0.0,1.0
6705,8,16,0,0,0,1,0,0,0,0,8,16,200.0,0.0,0.0,200.0,0.0,1.0
4790,4,3,0,0,0,1,0,0,0,0,4,3,75.0,0.0,0.0,75.0,0.0,1.0
4658,6,4,0,0,0,1,0,0,0,0,6,4,66.66666666666666,0.0,0.0,66.66666666666666,0.0,1.0
19530,6,16,0,0,0,1,0,0,0,0,6,16,266.66666666666663,0.0,0.0,266.66666666666663,0.0,1.0
2681,21,17,0,0,0,2,0,0,5,7,16,10,80.95238095238095,0.0,140.0,62.5,0.0,1.0
2972,9,9,0,0,0,1,9,9,0,0,0,0,100.0,100.0,0.0,0.0,0.0,1.0
278,7,6,0,0,0,3,0,0,0,0,7,6,85.71428571428571,0.0,0.0,85.71428571428571,0.0,1.0
4947,10,14,0,0,0,2,0,0,0,0,10,14,140.0,0.0,0.0,140.0,0.0,1.0
2304,8,7,0,0,0,1,0,0,5,7,3,0,87.5,0.0,140.0,0.0,0.0,1.0
