player_id,career_player_name,career_bowling_type,career_bowling_hand,career_batting_type,career_batting_hand,career_date_of_birth,career_wicket_keeper,career_batting_innings,career_batting_runs,career_batting_balls,career_batting_fours,career_batting_sixes,career_batting_dismissals,career_bat_sr,career_bat_avg,career_boundary_pct,career_bowling_innings,career_bowling_runs_conceded,career_bowling_balls,career_bowling_wickets,career_bow_econ,career_bow_sr,career_matches_played,career_pct_as_wk,career_avg_batting_order,career_is_capped,career_is_uncapped,career_dob_parsed,career_age_days,career_age_years,career_role_guess,career_bat_runs_per_100,career_bow_wickets_per_100,career_played_in_ipl,m12_player_name,m12_bowling_type,m12_bowling_hand,m12_batting_type,m12_batting_hand,m12_date_of_birth,m12_wicket_keeper,m12_batting_innings,m12_batting_runs,m12_batting_balls,m12_batting_fours,m12_batting_sixes,m12_batting_dismissals,m12_bat_sr,m12_bat_avg,m12_boundary_pct,m12_bowling_innings,m12_bowling_runs_conceded,m12_bowling_balls,m12_bowling_wickets,m12_bow_econ,m12_bow_sr,m12_matches_played,m12_pct_as_wk,m12_avg_batting_order,m12_is_capped,m12_is_uncapped,m12_dob_parsed,m12_age_days,m12_age_years,m12_role_guess,m12_bat_runs_per_100,m12_bow_wickets_per_100,m12_played_in_ipl,m24_player_name,m24_bowling_type,m24_bowling_hand,m24_batting_type,m24_batting_hand,m24_date_of_birth,m24_wicket_keeper,m24_batting_innings,m24_batting_runs,m24_batting_balls,m24_batting_fours,m24_batting_sixes,m24_batting_dismissals,m24_bat_sr,m24_bat_avg,m24_boundary_pct,m24_bowling_innings,m24_bowling_runs_conceded,m24_bowling_balls,m24_bowling_wickets,m24_bow_econ,m24_bow_sr,m24_matches_played,m24_pct_as_wk,m24_avg_batting_order,m24_is_capped,m24_is_uncapped,m24_dob_parsed,m24_age_days,m24_age_years,m24_role_guess,m24_bat_runs_per_100,m24_bow_wickets_per_100,m24_played_in_ipl,runs_death,runs_middle,runs_powerplay,balls_death,balls_middle,balls_powerplay,sr_death,sr_middle,sr_powerplay,bnd_pct_death,bnd_pct_middle,bnd_pct_powerplay,pres_sr_death,pres_sr_middle,pres_sr_powerplay,chase_sr_death,chase_sr_middle,chase_sr_powerplay,econ_death,econ_middle,econ_powerplay,wk_per100_death,wk_per100_middle,wk_per100_powerplay,run_pref_phase,wk_pref_phase,v_mean_r100,v_std_r100,v_venues_count,venue_fit_score,runs_slope,wk_slope
33083,Bangalore Mohith,Right-arm medium,R,Left-hand bat,L,1/1/1940,0,13,171,172,8,9,0,99.41860465,,9.883720930232558,,,,,,,18,0.2222222222222222,6,FALSE,TRUE,1/1/2040,-5149,-14.1,finisher,99.41860465,,FALSE,Bangalore Mohith,Right-arm medium,R,Left-hand bat,L,1/1/1940,0,9,116,103,7,6,0,112.62135922330097,,12.62135922330097,,,,,,,12,0.3333333333333333,6.25,FALSE,TRUE,1/1/2040,-5514,-15.1,finisher,112.62135922330097,,FALSE,Bangalore Mohith,Right-arm medium,R,Left-hand bat,L,1/1/1940,0,6,45,49,3,1,0,91.83673469387755,,8.163265306,,,,,,,9,0.4444444444444444,7.666666666666667,FALSE,TRUE,1/1/2040,-5880,-16.1,finisher,91.83673469387755,,FALSE,40,103,28,34,107,31,117.6470588235294,96.26168224299066,90.32258065,11.764705882352942,9.345794392523365,9.677419355,117.6470588235294,117.46031746031746,100,117.6470588235294,117.46031746031746,100,,,,,,,middle,death,92.62215771649734,11.323287110437706,2,7.516026924183829,16.9,
33084,Rohan Patil,Left-arm medium,L,Left-hand bat,L,18/08/01,0,43,1088,757,110,50,0,143.72523117569352,,21.136063408190225,,,,,,,43,0,2.0930232558139537,FALSE,TRUE,8/18/2001,8866,24.27,top/middle,143.72523117569352,,FALSE,Rohan Patil,Left-arm medium,L,Left-hand bat,L,18/08/01,0,31,772,537,81,33,0,143.76163873370578,,21.22905027932961,,,,,,,31,0,1.967741935483871,FALSE,TRUE,8/18/2001,8501,23.27,opener,143.76163873370578,,FALSE,Rohan Patil,Left-arm medium,L,Left-hand bat,L,18/08/01,0,23,612,407,63,26,0,150.36855036855036,,21.867321867321866,,,,,,,23,0,2,FALSE,TRUE,8/18/2001,8135,22.27,opener,150.36855036855036,,FALSE,76,388,624,43,266,448,176.74418604651163,145.86466165413535,139.28571428571428,30.232558139534884,18.42105263157895,21.875,176.74418604651163,146.84684684684686,141.3249211356467,193.75,145.68527918781726,155.31914893617022,,,,,,,powerplay,death,117.45133697043174,59.518108672094336,3,1.940763509428543,-30.2,
33085,Mohammed Jawad,Right-arm medium-fast,R,Right-hand bat,R,25/11/00,0,16,476,353,44,21,0,134.8441926345609,,18.413597733711047,,,,,,,17,0,2.176470588235294,FALSE,TRUE,11/25/2000,9132,25,top/middle,134.8441926345609,,FALSE,Mohammed Jawad,Right-arm medium-fast,R,Right-hand bat,R,25/11/00,0,7,210,156,17,11,0,134.6153846153846,,17.94871794871795,,,,,,,7,0,3.7142857142857144,FALSE,TRUE,11/25/2000,8767,24,top/middle,134.6153846153846,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,158,310,11,126,216,72.72727272727273,125.39682539682539,143.5185185185185,0,11.11111111111111,23.61111111111111,60,139.08045977011494,132.72727272727272,80,139.2405063291139,131.53846153846155,,,,,,,powerplay,death,134.8441926345609,,1,134.8441926345609,55.999999999999986,
33088,Kruthik Krishna,Right-arm medium,R,Left-hand bat,L,3/8/2002,0,6,29,44,1,0,0,65.90909091,,2.272727272727273,,,,,,,8,0.375,5.5,FALSE,TRUE,8/3/2002,8516,23.32,finisher,65.90909091,,FALSE,Kruthik Krishna,Right-arm medium,R,Left-hand bat,L,3/8/2002,0,5,29,39,1,0,0,74.35897435897436,,2.5641025641025643,,,,,,,7,0.42857142857142855,5.571428571428571,FALSE,TRUE,8/3/2002,8151,22.32,finisher,74.35897435897436,,FALSE,Kruthik Krishna,Right-arm medium,R,Left-hand bat,L,3/8/2002,0,4,28,36,1,0,0,77.77777777777777,,2.7777777777777777,,,,,,,5,0.2,6.4,FALSE,TRUE,8/3/2002,7785,21.31,finisher,77.77777777777777,,FALSE,8,11,10,8,19,17,100,57.89473684210526,58.82352941,0,0,5.882352941176471,100,83.33333333333333,58.82352941,66.66666666666667,,12.5,,,,,,,middle,death,60.173697270471465,19.827063591583094,2,2.889206968897413,-3.9,
33089,Shashi Kumar Kamble,Right-arm offbreak,R,Right-hand bat,R,13/10/02,0,9,61,40,7,3,0,152.5,,25,22,511,372,17,8.241935483870968,21.88235294117647,24,0,10.916666666666666,FALSE,TRUE,10/13/2002,8445,23.12,finishing allrounder,152.5,4.569892473,FALSE,Shashi Kumar Kamble,Right-arm offbreak,R,Right-hand bat,R,13/10/02,0,5,19,10,4,0,0,190,,40,11,233,167,7,8.371257485,23.857142857142858,13,0,10.846153846153847,FALSE,TRUE,10/13/2002,8080,22.12,finishing allrounder,190,4.191616766467066,FALSE,Shashi Kumar Kamble,Right-arm offbreak,R,Right-hand bat,R,13/10/02,0,5,19,10,4,0,0,190,,40,11,233,167,7,8.371257485,23.857142857142858,13,0,10.846153846153847,FALSE,TRUE,10/13/2002,7714,21.12,finishing allrounder,190,4.191616766467066,FALSE,61,,,40,,,152.5,,,25,,,81.81818181818181,,,90,,,10.551724137931034,,,3.4482758620689653,,,death,death,78.20512821,110.59875295481896,2,0.700770628,11.071428571428575,2.214285714285715
33090,Yashovardhan Mithilesh Parantap,Right-arm medium-fast,R,Right-hand bat,R,3/12/2002,0,15,188,134,11,10,0,140.29850746268656,,15.671641791044776,11,285,206,11,8.300970873786408,18.727272727272727,20,0,7.45,FALSE,TRUE,12/3/2002,8394,22.98,finishing allrounder,140.29850746268656,5.339805825242719,FALSE,Yashovardhan Mithilesh Parantap,Right-arm medium-fast,R,Right-hand bat,R,3/12/2002,0,7,40,40,4,1,0,100,,12.5,7,177,131,7,8.106870229007633,18.714285714285715,10,0,7.9,FALSE,TRUE,12/3/2002,8029,21.98,finishing allrounder,100,5.343511450381679,FALSE,Yashovardhan Mithilesh Parantap,Right-arm medium-fast,R,Right-hand bat,R,3/12/2002,0,3,27,19,3,1,0,142.10526315789474,,21.05263157894737,3,50,42,1,7.142857142857143,42,3,0,7,FALSE,TRUE,12/3/2002,7663,20.98,finishing allrounder,142.10526315789474,2.380952380952381,FALSE,86,102,,46,88,,186.95652173913044,115.9090909090909,,28.26086956521739,9.090909090909092,,197.22222222222223,76.08695652173913,,217.3913043478261,92.85714285714286,,11.538461538461538,7.525423729,,7.6923076923076925,4.237288135593221,,middle,death,140.29850746268656,,1,140.29850746268656,33.57142857142858,1.2142857142857142
33093,Sujay Sateri,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,4,62,55,4,2,0,112.72727272727273,,10.909090909090908,,,,,,,8,0.5,7.5,FALSE,TRUE,1/1/2000,9461,25.9,finisher,112.72727272727273,,FALSE,Sujay Sateri,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,4,62,55,4,2,0,112.72727272727273,,10.909090909090908,,,,,,,8,0.5,7.5,FALSE,TRUE,1/1/2000,9096,24.9,finisher,112.72727272727273,,FALSE,Sujay Sateri,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,4,62,55,4,2,0,112.72727272727273,,10.909090909090908,,,,,,,8,0.5,7.5,FALSE,TRUE,1/1/2000,8730,23.9,finisher,112.72727272727273,,FALSE,3,50,9,4,44,7,75,113.63636363636364,128.57142857142858,0,11.363636363636363,14.285714285714286,,133.33333333333334,50,,133.33333333333334,50,,,,,,,middle,death,110.32608695652175,20.752046839170408,2,5.071986455906759,,
33095,Macneil Noronha,Right-arm offbreak,R,Right-hand bat,R,23/09/01,0,40,860,627,64,52,0,137.1610845295056,,18.50079744816587,35,693,513,21,8.105263157894736,24.428571428571427,44,0,3.1818181818181817,TRUE,FALSE,9/23/2001,8830,24.18,batting allrounder,137.1610845295056,4.093567251461988,FALSE,Macneil Noronha,Right-arm offbreak,R,Right-hand bat,R,23/09/01,0,27,552,421,42,29,0,131.11638954869358,,16.86460808,21,370,273,11,8.131868131868131,24.818181818181817,28,0,2.607142857142857,TRUE,FALSE,9/23/2001,8465,23.18,batting allrounder,131.11638954869358,4.029304029304029,FALSE,Macneil Noronha,Right-arm offbreak,R,Right-hand bat,R,23/09/01,0,19,418,331,27,20,0,126.28398791540785,,14.19939577039275,16,249,182,6,8.208791208791208,30.333333333333332,19,0,3.1052631578947367,TRUE,FALSE,9/23/2001,8099,22.17,batting allrounder,126.28398791540785,3.2967032967032965,FALSE,68,422,370,56,310,261,121.42857142857143,136.1290322580645,141.7624521072797,17.857142857142858,14.838709677419354,22.988505747126435,112.24489795918367,123.63636363636364,141.66666666666666,100,122.97297297297297,167.69230769230768,14.842105263157896,7.9939024390243905,7.554216867469879,15.789473684210526,3.658536585365854,3.6144578313253013,middle,death,183.36061428723517,78.43301637698474,5,2.3083677625562617,34.19999999999999,2.6999999999999993
33096,Raghuveer Pavalur,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,2,6,12,1,0,0,50,,8.333333333333334,,,,,,,2,1,2,FALSE,TRUE,1/1/2000,9461,25.9,opener,50,,FALSE,Raghuveer Pavalur,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,2,6,12,1,0,0,50,,8.333333333333334,,,,,,,2,1,2,FALSE,TRUE,1/1/2000,9096,24.9,opener,50,,FALSE,Raghuveer Pavalur,Right-arm medium,R,Right-hand bat,R,1/1/2000,0,2,6,12,1,0,0,50,,8.333333333333334,,,,,,,2,1,2,FALSE,TRUE,1/1/2000,8730,23.9,opener,50,,FALSE,,,6,,,12,,,50,,,8.333333333333334,,,50,,,55.55555555555556,,,,,,,powerplay,powerplay,50,,1,50,,
33098,Dheeraj Gowda,Right-arm offbreak,R,Right-hand bat,R,1/1/2000,0,3,18,19,2,0,0,94.73684210526316,,10.526315789473685,4,85,42,0,12.142857142857142,,4,0,8.75,FALSE,TRUE,1/1/2000,9461,25.9,finishing allrounder,94.73684210526316,0,FALSE,Dheeraj Gowda,Right-arm offbreak,R,Right-hand bat,R,1/1/2000,0,3,18,19,2,0,0,94.73684210526316,,10.526315789473685,4,85,42,0,12.142857142857142,,4,0,8.75,FALSE,TRUE,1/1/2000,9096,24.9,finishing allrounder,94.73684210526316,0,FALSE,Dheeraj Gowda,Right-arm offbreak,R,Right-hand bat,R,1/1/2000,0,2,17,16,2,0,0,106.25,,12.5,3,51,30,0,10.2,,3,0,8.666666666666666,FALSE,TRUE,1/1/2000,8730,23.9,finishing allrounder,106.25,0,FALSE,7,11,,9,10,,77.77777777777777,110,,11.11111111111111,10,,100,,,,,,,12,,,0,,middle,death,94.73684210526316,,1,94.73684210526316,-16,0
331,Mashrafe Mortaza,Right-arm fast-medium,R,Right-hand bat,R,5/10/1983,0,12,95,94,7,5,0,101.06382978723404,,12.76595744680851,20,419,360,23,6.983333333333333,15.652173913043478,23,0,6.6521739130434785,FALSE,TRUE,10/5/1983,15393,42.14,finishing allrounder,101.06382978723404,6.388888888888889,FALSE,Mashrafe Mortaza,Right-arm fast-medium,R,Right-hand bat,R,5/10/1983,0,12,95,94,7,5,0,101.06382978723404,,12.76595744680851,20,419,360,23,6.983333333333333,15.652173913043478,23,0,6.6521739130434785,FALSE,TRUE,10/5/1983,15028,41.14,finishing allrounder,101.06382978723404,6.388888888888889,FALSE,Mashrafe Mortaza,Right-arm fast-medium,R,Right-hand bat,R,5/10/1983,0,9,87,83,6,5,0,104.81927710843374,,13.25301204819277,17,362,314,21,6.917197452229299,14.952380952380953,18,0,7.055555555555555,FALSE,TRUE,10/5/1983,14662,40.14,finishing allrounder,104.81927710843374,6.687898089171974,FALSE,12,65,18,14,56,24,85.71428571428571,116.07142857142857,75,7.142857142857143,14.285714285714286,12.5,42.857142857142854,120.75471698113208,73.91304347826087,50,112.5,85,8.903225806451612,6.117647058823529,7.075862068965518,12.903225806451612,6.5359477124183005,3.4482758620689653,middle,death,75.55555555555556,50.00925840207917,3,1.4812125861542786,1.9999999999999958,-1
33114,Milan Rathnayake,Right-arm medium-fast,R,Left-hand bat,L,31/07/96,0,3,82,55,9,4,0,149.0909090909091,,23.636363636363637,4,114,81,4,8.444444444444445,20.25,4,0,8,FALSE,TRUE,7/31/1996,10710,29.32,finishing allrounder,149.0909090909091,4.938271604938271,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,21,,34,21,,179.41176470588235,100,,32.35294117647059,9.523809523809524,,245.45454545454547,175,,,,,6.857142857142857,7.384615384615385,,7.142857142857143,0,,death,death,149.0909090909091,,1,149.0909090909091,,
33161,Desmond Anthony,Right-arm medium,R,Right-hand bat,R,21/01/97,0,3,8,15,0,0,0,53.333333333333336,,0,,,,,,,4,0,7,FALSE,TRUE,1/21/1997,10536,28.85,finisher,53.333333333333336,,FALSE,Desmond Anthony,Right-arm medium,R,Right-hand bat,R,21/01/97,0,3,8,15,0,0,0,53.333333333333336,,0,,,,,,,4,0,7,FALSE,TRUE,1/21/1997,10171,27.85,finisher,53.333333333333336,,FALSE,Desmond Anthony,Right-arm medium,R,Right-hand bat,R,21/01/97,0,3,8,15,0,0,0,53.333333333333336,,0,,,,,,,4,0,7,FALSE,TRUE,1/21/1997,9805,26.84,finisher,53.333333333333336,,FALSE,0,7,1,1,7,7,0,100,14.285714285714286,0,0,0,0,100,14.285714285714286,,100,,,,,,,,middle,death,56.25,61.87184335382291,2,0.8946771241212499,,
3318,Rahul Dalal,Right-arm Fast,R,Right-hand bat,R,2/2/1992,0,1,34,17,3,2,0,200,,29.41176470588235,,,,,,,1,0,4,FALSE,TRUE,2/2/1992,12351,33.82,top/middle,200,,FALSE,Rahul Dalal,Right-arm Fast,R,Right-hand bat,R,2/2/1992,0,1,34,17,3,2,0,200,,29.41176470588235,,,,,,,1,0,4,FALSE,TRUE,2/2/1992,11986,32.82,top/middle,200,,FALSE,Rahul Dalal,Right-arm Fast,R,Right-hand bat,R,2/2/1992,0,1,34,17,3,2,0,200,,29.41176470588235,,,,,,,1,0,4,FALSE,TRUE,2/2/1992,11620,31.81,top/middle,200,,FALSE,15,19,,9,8,,166.66666666666666,237.5,,22.22222222222222,37.5,,166.66666666666666,237.5,,166.66666666666666,237.5,,,,,,,,middle,death,200,,1,200,,
332,Angelo Mathews,Right-arm medium,R,Right-hand bat,R,2/6/1987,0,3,52,33,2,4,0,157.57575757575756,,18.181818181818183,3,46,36,3,7.666666666666667,12,3,0,7,FALSE,TRUE,6/2/1987,14057,38.49,finishing allrounder,157.57575757575756,8.333333333333334,FALSE,Angelo Mathews,Right-arm medium,R,Right-hand bat,R,2/6/1987,0,3,52,33,2,4,0,157.57575757575756,,18.181818181818183,3,46,36,3,7.666666666666667,12,3,0,7,FALSE,TRUE,6/2/1987,13692,37.49,finishing allrounder,157.57575757575756,8.333333333333334,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,,27,6,,181.4814814814815,50,,22.22222222222222,0,,88.88888888888889,100,,75,100,,,,,,,,death,death,157.57575757575756,,1,157.57575757575756,,
3320,Jayant Yadav,Right-arm offbreak,R,Right-hand bat,R,22/01/90,0,4,39,37,2,1,0,105.4054054054054,,8.108108108108109,14,354,292,6,7.273972602739726,48.666666666666664,14,0,9.357142857142858,TRUE,FALSE,1/22/1990,13092,35.84,finishing allrounder,105.4054054054054,2.0547945205479454,TRUE,Jayant Yadav,Right-arm offbreak,R,Right-hand bat,R,22/01/90,0,4,39,37,2,1,0,105.4054054054054,,8.108108108108109,14,354,292,6,7.273972602739726,48.666666666666664,14,0,9.357142857142858,TRUE,FALSE,1/22/1990,12727,34.84,finishing allrounder,105.4054054054054,2.0547945205479454,TRUE,Jayant Yadav,Right-arm offbreak,R,Right-hand bat,R,22/01/90,0,4,39,37,2,1,0,105.4054054054054,,8.108108108108109,14,354,292,6,7.273972602739726,48.666666666666664,14,0,9.357142857142858,TRUE,FALSE,1/22/1990,12361,33.84,finishing allrounder,105.4054054054054,2.0547945205479454,TRUE,30,9,,28,9,,107.14285714285714,100,,7.142857142857143,11.11111111111111,,115.38461538461539,100,,123.07692307692308,,,9.272727272727273,6.615384615384615,,0,1.5384615384615385,,death,middle,108.77525252525253,118.76159532367396,4,0.9082648926917751,-14.5,-1.5
3322,SM Shaikh,,,Right-hand bat,R,25/11/90,0,7,101,71,8,5,0,142.25352112676057,,18.309859154929576,,,,,,,8,0.5,3.75,TRUE,FALSE,11/25/1990,12785,35,top/middle,142.25352112676057,,FALSE,SM Shaikh,,,Right-hand bat,R,25/11/90,0,3,18,18,2,0,0,100,,11.11111111111111,,,,,,,3,0.3333333333333333,4.333333333333333,TRUE,FALSE,11/25/1990,12420,34,top/middle,100,,FALSE,SM Shaikh,,,Right-hand bat,R,25/11/90,0,3,18,18,2,0,0,100,,11.11111111111111,,,,,,,3,0.3333333333333333,4.333333333333333,TRUE,FALSE,11/25/1990,12054,33,top/middle,100,,FALSE,,22,79,,13,58,,169.23076923076923,136.20689655172413,,23.076923076923077,17.24137931034483,,187.5,136.20689655172413,,,100,,,,,,,powerplay,middle,107.29674796747967,50.99513701268414,4,2.063591984406249,32.499999999999986,
3323,Jimmy Neesham,Right-arm medium-fast,R,Left-hand bat,L,17/09/90,0,40,670,493,62,30,0,135.9026369168357,,18.66125760649087,36,773,544,40,8.525735294117647,13.6,52,0.018867924528301886,6.037735849056604,TRUE,FALSE,9/17/1990,12854,35.19,finishing allrounder,135.9026369168357,7.352941176470588,TRUE,Jimmy Neesham,Right-arm medium-fast,R,Left-hand bat,L,17/09/90,0,33,604,429,57,27,0,140.7925407925408,,19.58041958041958,25,563,377,22,8.960212201591512,17.136363636363637,39,0.025,5.95,TRUE,FALSE,9/17/1990,12489,34.19,finishing allrounder,140.7925407925408,5.835543766578249,TRUE,Jimmy Neesham,Right-arm medium-fast,R,Left-hand bat,L,17/09/90,0,20,203,168,19,7,0,120.83333333333333,,15.476190476190476,16,372,249,15,8.963855421686747,16.6,24,0.04,6.04,TRUE,FALSE,9/17/1990,12123,33.19,finishing allrounder,120.83333333333333,6.024096385542169,TRUE,310,340,20,210,261,22,147.61904761904762,130.26819923371647,90.90909091,21.428571428571427,16.85823754789272,13.636363636363637,152.6315789473684,143.08510638297872,90.90909091,154.28571428571428,138.2716049382716,160,10.688741721854305,7.327272727272727,9.619047619047619,10.596026490066226,6.363636363636363,4.761904761904762,middle,death,95.10610522302727,58.37592262100739,18,1.6017621457452256,33.79999999999999,3.2
3330,Hardik Pandya,Right-arm medium-fast,R,Right-hand bat,R,11/10/1993,0,118,2654,1959,223,120,0,135.47728432873916,,17.508933129147525,98,2342,1750,85,8.029714285714286,20.58823529411765,129,0,4.9689922480620154,TRUE,FALSE,10/11/1993,11734,32.13,batting allrounder,135.47728432873916,4.857142857142857,TRUE,Hardik Pandya,Right-arm medium-fast,R,Right-hand bat,R,11/10/1993,0,93,2139,1611,185,88,0,132.77467411545624,,16.945996275605214,70,1701,1279,57,7.979671618451915,22.43859649122807,99,0,4.777777777777778,TRUE,FALSE,10/11/1993,11369,31.13,batting allrounder,132.77467411545624,4.4566067240031275,TRUE,Hardik Pandya,Right-arm medium-fast,R,Right-hand bat,R,11/10/1993,0,70,1600,1251,138,59,0,127.89768185451639,,15.74740207833733,48,1052,831,36,7.595667870036101,23.083333333333332,74,0,4.594594594594595,TRUE,FALSE,10/11/1993,11003,30.12,batting allrounder,127.89768185451639,4.332129963898917,TRUE,1119,1318,217,692,1070,197,161.70520231213874,123.17757009345794,110.15228426395939,21.820809248554912,14.766355140186915,17.258883248730964,171.05831533477323,123.32814930015552,99.17355371900827,138.69346733668343,120.61538461538461,96.42857142857143,9.930232558139535,7.580046403712297,7.866666666666666,11.24031007751938,4.176334106728539,3.1746031746031744,middle,death,127.09655659546031,42.327822875719974,37,2.9333704802112877,23.500000000000014,5.100000000000002
3331,Babasafi Pathan,Right-arm medium-fast,R,Right-hand bat,R,19/08/94,0,2,5,7,1,0,0,71.42857142857143,,14.285714285714286,11,253,177,11,8.576271186440678,16.09090909090909,11,0,9.454545454545455,FALSE,TRUE,8/19/1994,11422,31.27,finishing allrounder,71.42857142857143,6.214689265536723,FALSE,Babasafi Pathan,Right-arm medium-fast,R,Right-hand bat,R,19/08/94,0,1,0,1,0,0,0,0,,0,3,79,69,4,6.869565217391305,17.25,3,0,10,FALSE,TRUE,8/19/1994,11057,30.27,finishing allrounder,0,5.797101449275362,FALSE,Babasafi Pathan,Right-arm medium-fast,R,Right-hand bat,R,19/08/94,0,1,0,1,0,0,0,0,,0,3,79,69,4,6.869565217391305,17.25,3,0,10,FALSE,TRUE,8/19/1994,10691,29.27,finishing allrounder,0,5.797101449275362,FALSE,5,,,7,,,71.42857142857143,,,14.285714285714286,,,71.42857142857143,,,0,,,9.096774193548388,,,9.677419355,,,death,death,0,,1,0,1.2499999999999996,0.7499999999999999
33498,Ajay Gouda,Right-arm medium-fast,R,Right-hand bat,R,12/9/2000,0,2,11,12,1,0,0,91.66666666666667,,8.333333333333334,2,70,34,2,12.352941176470589,17,2,0,6.5,FALSE,TRUE,9/12/2000,9206,25.2,finishing allrounder,91.66666666666667,5.882352941176471,FALSE,Ajay Gouda,Right-arm medium-fast,R,Right-hand bat,R,12/9/2000,0,2,11,12,1,0,0,91.66666666666667,,8.333333333333334,2,70,34,2,12.352941176470589,17,2,0,6.5,FALSE,TRUE,9/12/2000,8841,24.21,finishing allrounder,91.66666666666667,5.882352941176471,FALSE,Ajay Gouda,Right-arm medium-fast,R,Right-hand bat,R,12/9/2000,0,2,11,12,1,0,0,91.66666666666667,,8.333333333333334,2,70,34,2,12.352941176470589,17,2,0,6.5,FALSE,TRUE,9/12/2000,8475,23.2,finishing allrounder,91.66666666666667,5.882352941176471,FALSE,,11,,,12,,,91.66666666666667,,,8.333333333333334,,,66.66666666666667,,,,,,10.8,,,0,,middle,middle,91.66666666666667,,1,91.66666666666667,,
33504,Dhruv Raj Borah,Right-arm medium,R,Right-hand bat,R,1/2/2003,0,4,163,89,12,12,0,183.14606741573033,,26.96629213483146,,,,,,,4,0,5.5,FALSE,TRUE,2/1/2003,8334,22.82,finisher,183.14606741573033,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,76,,39,50,,223.07692307692307,152,,35.8974359,20,,163.63636363636363,236.8421052631579,,163.63636363636363,236.8421052631579,,,,,,,,death,death,183.14606741573033,,1,183.14606741573033,,
33506,Jacky Ali,Right-arm medium,R,Right-hand bat,R,1/1/2003,0,6,52,45,2,4,0,115.55555555555556,,13.333333333333334,13,247,259,8,5.722007722007722,32.375,13,0,9.538461538461538,FALSE,TRUE,1/1/2003,8365,22.9,finishing allrounder,115.55555555555556,3.088803088803089,FALSE,Jacky Ali,Right-arm medium,R,Right-hand bat,R,1/1/2003,0,4,4,11,0,0,0,36.36363636363637,,0,10,184,206,4,5.359223300970874,51.5,10,0,10.1,FALSE,TRUE,1/1/2003,8000,21.9,finishing allrounder,36.36363636363637,1.941747572815534,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,,29,16,,155.17241379310346,43.75,,20.689655172413794,0,,180,43.75,,191.30434782608697,43.75,,8.4,6.133333333333334,,5.454545454545454,2.2222222222222223,,death,death,141.1764705882353,,1,141.1764705882353,43.99999999999999,0
33508,Jitu Ali,Right-arm medium,R,Right-hand bat,R,2/12/2000,0,13,174,183,23,1,0,95.08196721311475,,13.114754098360656,7,115,118,5,5.8474576271186445,23.6,14,0,2.9285714285714284,FALSE,TRUE,12/2/2000,9125,24.98,batting allrounder,95.08196721311475,4.237288135593221,FALSE,Jitu Ali,Right-arm medium,R,Right-hand bat,R,2/12/2000,0,7,134,136,18,1,0,98.52941176470588,,13.970588235294118,4,56,68,3,4.9411764705882355,22.666666666666668,7,0,2,FALSE,TRUE,12/2/2000,8760,23.98,opener,98.52941176470588,4.411764705882353,FALSE,Jitu Ali,Right-arm medium,R,Right-hand bat,R,2/12/2000,0,7,134,136,18,1,0,98.52941176470588,,13.970588235294118,4,56,68,3,4.9411764705882355,22.666666666666668,7,0,2,FALSE,TRUE,12/2/2000,8394,22.98,opener,98.52941176470588,4.411764705882353,FALSE,2,58,114,4,45,134,50,128.88888888888889,85.07462686567165,0,17.77777777777778,11.940298507462687,50,127.27272727272727,90.47619047619048,,,110,9,5.678571428571429,,16.666666666666668,3.5714285714285716,,powerplay,death,91.81789737171465,9.491514678630438,2,8.751634076129468,-47,-0.5
